user_id	commet-number	song-id
61472397	19	['34532793', '92375', '500665404', '28068107', '359290', '35314051', '29329845', '25640207', '25640194', '139493', '37668010', '26467611', '29836527', '26045002', '399366036', '464508626', '368186', '390786', '394483']
105924417	11	['29836518', '26045002', '26045005', '29836518', '569870491', '28068133', '28068126', '368229', '368197', '368205', '368207']
30701006	49	['27931825', '27931825', '36198490', '36199460', '28747840', '82909', '82920', '82916', '82930', '82923', '82773', '82779', '82788', '82791', '413077243', '353788', '357630', '28955408', '32431634', '149177', '26045002', '26045003', '34513042', '371172', '440101124', '440101126', '26545047', '26545048', '26545045', '26545056', '26545055', '381805', '381820', '381828', '381853', '381875', '381880', '381898', '381928', '381957', '382124', '382098', '382112', '382098', '382112', '382112', '382124', '453927714', '394536']
2608402	76	['5264852', '5264852', '5264852', '75120', '29343276', '89503', '88626', '87157', '25694578', '25694578', '27867428', '27867428', '93970', '33887645', '110228', '35807083', '355797', '33887645', '247923', '139375', '361535', '31066775', '29017221', '29017221', '263022', '256066', '26494749', '32196769', '28860777', '28377202', '28377202', '27591385', '155930', '159028', '32450459', '170115', '183611', '30951015', '201162', '25707137', '196692', '295874', '299199', '26902923', '26902923', '34557177', '34557177', '34828945', '307938', '314583', '315971', '315971', '318019', '322867', '27928144', '33051511', '32548266', '32196861', '399353833', '26207170', '328197', '22201101', '369352', '369352', '371322', '374835', '29045578', '29999179', '29343276', '26241462', '388999', '33190621', '33343997', '395486', '187431', '187431']
268736548	11	['348149', '28725355', '238136', '29012054', '388696', '34998515', '395486', '419485709', '397127', '25889173', '25889172']
309225240	12	['70866', '29122712', '26598792', '250156', '151865', '165223', '315062', '315062', '315062', '315062', '315062', '379967']
33401407	12	['31877628', '28838071', '280175', '173084', '34899284', '300524', '427595605', '333943', '333995', '334009', '28587860', '28587860']
319298264	82	['206920', '206974', '66969', '67027', '32944865', '92511', '92592', '469508255', '550138202', '103666', '27599709', '27599709', '27599709', '27599709', '27599709', '117523', '117523', '117523', '117523', '117523', '125472', '117133', '117133', '117102', '117102', '117102', '117133', '116261', '429210783', '429210783', '135064', '135092', '574924491', '515143328', '276673', '155772', '177421', '177489', '29553155', '175960', '175960', '177828', '177828', '186671', '186668', '443875389', '191267', '30051176', '28391967', '30051179', '28391967', '25864554', '26418514', '187951', '26418531', '187951', '523658264', '523658268', '523658267', '523658268', '202733', '193507', '63136', '32450432', '35440025', '330998', '330998', '330998', '368984', '380681', '447926022', '28587863', '28587860', '28587860', '385410', '25913542', '387711', '29740158', '26494699', '26494701', '26494706', '26494703']
615230692	14	['209336', '209336', '28793429', '28793433', '28793435', '168695', '168689', '168739', '168736', '516721459', '506002040', '31477118', '28587860', '28587860']
77099681	11	['110270', '175971', '1297492123', '192212', '316016', '28587860', '28587860', '385486', '391758', '391775', '419485969']
40273312	15	['438580548', '352221', '438580548', '438580548', '352221', '438580548', '438580548', '94616', '143756', '571650578', '311589', '311589', '311589', '28587860', '28587860']
1293093332	63	['27931818', '448741014', '448742013', '351212', '537800896', '102635', '451520895', '27906562', '27906566', '27906565', '27906569', '466332553', '28432350', '381642', '365226', '365771', '365774', '365831', '365766', '365821', '365831', '365766', '28308547', '27566738', '525972048', '448695911', '448697080', '448697089', '169052', '169055', '169056', '169067', '4878549', '186083', '186085', '186078', '297806', '297887', '485445754', '368896', '368896', '368981', '369922', '30352473', '382209', '21304116', '30841847', '30841848', '30841849', '28587864', '28587860', '28587860', '29418706', '28068132', '28068133', '368189', '368194', '562509627', '390578', '1302518609', '1302518614', '394531', '478177942']
401548449	19	['34152496', '26608743', '27937236', '26608743', '26608743', '194931', '194931', '194931', '32450431', '28219511', '28219511', '310675', '310040', '310821', '28219511', '310821', '310811', '310675', '310040']
573515382	15	['439100190', '151210', '151210', '151210', '488267905', '310832', '311198', '310832', '311198', '34770151', '310832', '311153', '310832', '310811', '28160047']
1435830	26	['207774', '68466', '68466', '68466', '68466', '68466', '213717', '111378', '253854', '253914', '253854', '253861', '253854', '253914', '253916', '253916', '253914', '253944', '154624', '310894', '310821', '310804', '310821', '310811', '30482402', '30482402']
55402843	21	['422252205', '210318', '68270', '5273093', '109113', '255323', '152413', '154518', '167939', '445845741', '28219511', '28219536', '28219511', '310689', '310804', '310948', '28219511', '28219536', '310811', '321971', '531777602']
77197232	14	['31134981', '230267', '409647884', '29897268', '29897268', '38679970', '442869271', '442867304', '442867306', '406737873', '399340428', '409102911', '29460224', '4873344']
277801467	14	['120201', '273451', '364079', '159945', '191604', '191823', '191823', '297844', '297844', '297844', '28938971', '303832', '4873344', '28936071']
59983185	50	['5260943', '33735516', '5280175', '5280175', '5280175', '5280175', '416531616', '78111', '91633', '5234172', '463842827', '404784530', '29457714', '276886', '449824962', '29418168', '31191020', '179145', '201376', '201974', '293772', '293772', '473740363', '5257501', '297900', '298205', '308802', '308618', '321902', '342343', '330690', '330829', '38574767', '35625555', '460112943', '378175', '378798', '378542', '382254', '29482390', '29482393', '29482392', '29482394', '29482395', '29482398', '29482397', '29482399', '29482401', '29482396', '468866664']
126997609	55	['207491', '207773', '207774', '68692', '68692', '214140', '214497', '216068', '219077', '36492687', '404784530', '123173', '123173', '123173', '557117108', '266452', '260490', '260407', '260107', '267648', '268033', '267648', '268033', '271063', '364710', '490602924', '524003020', '201958', '201958', '201958', '201958', '194542', '194542', '28578987', '296908', '296908', '296914', '304995', '553813223', '41656938', '34182335', '308898', '308933', '308933', '321890', '321632', '322414', '36308019', '461301500', '333819', '5269945', '516321310', '5247325', '369009', '27566849']
123763729	12	['528478907', '532711135', '212862', '404784530', '247876', '247877', '25638813', '307520', '331657', '331657', '369416', '379930']
84865065	12	['206729', '419596760', '211429', '33414151', '29848538', '250071', '37196591', '37196593', '333263', '372056', '566922646', '394913']
53055265	20	['343202', '343194', '351183', '353166', '28773597', '93509', '353788', '361180', '33715318', '29393790', '356261', '28872558', '420513519', '420513520', '383352', '384421', '27538272', '29444137', '29444135', '394913']
134126596	22	['501423698', '507342504', '507342504', '501423698', '353684', '355250', '359720', '40255021', '30871102', '468480878', '520458523', '529814238', '529814238', '520458523', '30212865', '32526122', '32526122', '405343138', '27514849', '27514849', '28310901', '430793521']
102351059	10	['29717013', '444356626', '353684', '355116', '28700141', '364959', '28731690', '382253', '33479613', '348310']
402524626	22	['59991', '205705', '77319', '90257', '353684', '30706265', '255614', '363239', '509728195', '28731553', '28731576', '28731603', '28731614', '28731620', '28731553', '28731640', '28731704', '28731773', '28731786', '28731817', '29809426', '29809526']
16025850	21	['28234448', '207079', '95703', '107214', '107214', '33715396', '33715396', '29457715', '164717', '164688', '164773', '165240', '29209607', '29209607', '174393', '178011', '195964', '195976', '28935040', '310798', '29850706']
3460545	11	['110097', '37239807', '167621', '167629', '167593', '167593', '167621', '167629', '190201', '190495', '190495']
73132845	10	['407002484', '407679576', '407679576', '120002', '139524', '139527', '417833345', '190495', '190495', '39637800']
35111377	36	['5261521', '85625', '85625', '89291', '89291', '419115053', '436487433', '436487433', '113357', '237882', '362504', '362470', '362476', '362481', '362496', '362504', '362506', '362507', '362511', '145271', '179876', '182871', '190495', '190495', '189403', '409060438', '301243', '301243', '309285', '309285', '316487', '26402070', '31421051', '31421051', '31421051', '31421051']
110619629	10	['456175650', '456175650', '161531', '26103078', '26103078', '26103078', '26103078', '470736960', '188345', '188345']
48032732	16	['5261537', '25873212', '25873227', '25873222', '224871', '108871', '316497', '315999', '330765', '188336', '188297', '188336', '188343', '188345', '188345', '188336']
62284228	11	['89004', '188290', '188290', '188300', '188345', '188347', '188345', '188486', '188518', '188300', '188290']
117047016	24	['84592', '121602', '121602', '135261', '135261', '27713962', '443700088', '365725', '196219', '196219', '308219', '308255', '308255', '330405', '336029', '373215', '373215', '31256800', '188345', '188345', '188507', '188514', '188514', '188507']
490636579	48	['25718005', '473294396', '94183', '146069', '146069', '36947793', '188941', '188941', '36947793', '36947795', '36947803', '36947806', '36947814', '188290', '188449', '188941', '25727423', '25727425', '25727427', '25727429', '188260', '188290', '188300', '188345', '28111631', '188417', '188440', '188345', '188488', '188510', '188514', '188518', '188554', '188560', '473021194', '473021195', '473021196', '188488', '188514', '188607', '188628', '188666', '188689', '188698', '188300', '188722', '28111631', '188290']
364878816	21	['5280137', '400161641', '462839852', '512212726', '462839852', '400161643', '27526369', '400161643', '400161647', '462839852', '27526353', '27526352', '512212726', '361564', '361564', '146112', '5272315', '28411631', '28411637', '186547', '30251875']
266088971	111	['482933652', '31890300', '345123', '557584652', '212356', '212356', '212356', '212356', '212356', '28377195', '536570450', '473940941', '352085', '352085', '352085', '352085', '352085', '85545', '27731422', '92574', '92574', '478731149', '478731149', '103303', '104415', '257212', '562594267', '562594267', '232149', '232149', '232149', '232149', '354776', '29740773', '29772397', '28864945', '238136', '487587279', '249960', '509106392', '257812', '257812', '257812', '257812', '474567580', '471411214', '471411214', '471411141', '156942', '156942', '32450470', '160725', '160725', '571340283', '491787693', '476990345', '478029510', '476990345', '471566209', '190247', '536570450', '523250523', '478029150', '300560', '301934', '541499314', '501133512', '521749251', '522352172', '522352172', '307720', '308711', '31544453', '31544453', '482382075', '536570450', '318938', '319027', '319057', '319058', '319463', '319463', '329982', '329982', '28936604', '329222', '329222', '329222', '329222', '329222', '29771123', '330521', '525497079', '536570450', '476987525', '561307882', '387980', '550136160', '541499169', '478669820', '384548', '386800', '518077050', '518015143', '387980', '28727142', '156942', '156942', '536570450', '482636194', '482636194']
400566159	50	['68035', '68238', '68258', '68260', '68322', '68368', '68365', '29019489', '77096', '77096', '78481', '78481', '78481', '36921460', '35957316', '28838066', '103160', '103189', '103271', '103278', '103303', '103316', '103378', '103496', '103597', '103597', '108975', '108975', '108975', '108975', '108975', '108975', '108517', '407927304', '407927304', '407927304', '366011', '156565', '29812172', '410518347', '536937120', '190487', '190291', '196405', '300003', '310043', '310043', '60282', '60282', '60282']
251641125	13	['103160', '103175', '103156', '103208', '103271', '103278', '103303', '103313', '103337', '103363', '103478', '103496', '103478']
259014607	16	['103204', '103179', '103204', '103208', '103267', '103300', '103303', '103356', '103363', '103358', '103378', '103393', '103509', '103478', '103509', '103478']
42458494	53	['78816', '78816', '78816', '219159', '351359', '430208606', '28941018', '28941018', '28941018', '28941018', '94616', '102589', '103303', '103350', '112043', '112802', '116479', '116479', '118433', '118433', '230616', '538610046', '232297', '120470', '28048020', '121286', '27612854', '366533', '366533', '366533', '161766', '190016', '190016', '300136', '300136', '301349', '301243', '301243', '317546', '317546', '328003', '328003', '328003', '328003', '28302457', '5267895', '372613', '370580', '372613', '370580', '370688', '372613', '372617']
300285613	359	['207414', '207414', '345113', '345203', '345203', '207312', '207227', '207266', '207274', '207304', '66868', '66868', '437859516', '67283', '67283', '68048', '68048', '67585', '67283', '67283', '67825', '67585', '68048', '67283', '67825', '68048', '67283', '264549', '67283', '68048', '211750', '211750', '211786', '212780', '212789', '196966', '212017', '212074', '68692', '68692', '69068', '349088', '349071', '349068', '349071', '349088', '217333', '219348', '348790', '31048607', '217674', '217661', '217674', '217677', '35254000', '217972', '349154', '349159', '26562384', '213194', '348619', '352093', '351743', '351752', '229595', '229595', '87962', '87840', '87962', '87840', '87962', '439100797', '439100797', '439100797', '88504', '89718', '89718', '89718', '410508381', '25643094', '25643094', '97944', '103195', '103282', '103296', '103300', '103303', '118099', '117390', '224829', '112987', '473870428', '353723', '353719', '353718', '353719', '353718', '353723', '229328', '229328', '232844', '231010', '231039', '354667', '232495', '27501670', '354883', '354861', '354883', '27501670', '354984', '354984', '355014', '25639217', '25639219', '25639220', '248277', '248581', '248949', '248949', '248949', '248949', '360567', '360567', '253197', '253197', '253841', '253938', '253192', '253197', '253192', '253197', '253938', '140304', '140304', '28785024', '28785024', '28785024', '28785024', '254855', '255521', '274425', '258756', '258756', '259291', '273403', '273403', '262937', '143980', '276899', '5284496', '5284496', '277451', '25826824', '145525', '366339', '366339', '366339', '366339', '152192', '152192', '151704', '152122', '152839', '419973570', '158906', '159164', '161729', '161852', '161968', '161968', '110937', '161968', '161968', '161968', '161968', '162020', '163026', '168983', '168983', '5241675', '171392', '171597', '171597', '179726', '183770', '195323', '195323', '195323', '193966', '194916', '194824', '28732153', '193873', '193949', '196142', '295466', '25826824', '295466', '25826824', '295466', '295466', '25826824', '297698', '297698', '300118', '300120', '300039', '299745', '299747', '299586', '300039', '299745', '299747', '299586', '300118', '300042', '300039', '299745', '299747', '300042', '300118', '300120', '299845', '300039', '300042', '300047', '300098', '300120', '300118', '300142', '300739', '300739', '300739', '301007', '301047', '303835', '309651', '309651', '309651', '309651', '309827', '317824', '317839', '317824', '317803', '317824', '317839', '317803', '317824', '318039', '317839', '317839', '318081', '318537', '318081', '318203', '318081', '317839', '317803', '410508117', '316657', '320971', '320753', '320777', '319549', '319549', '319551', '31246555', '26122193', '29827908', '329034', '329792', '329774', '329774', '329939', '329939', '32699795', '332726', '333366', '171930', '171930', '332015', '332726', '333210', '333366', '411907120', '411907119', '335840', '335871', '335962', '335965', '331931', '331931', '331715', '331931', '331931', '331477', '331843', '331477', '331183', '331843', '331843', '196533', '332139', '332139', '196533', '332201', '5283494', '335263', '335263', '5283494', '29816402', '27808617', '183147', '398907', '28038387', '36198442', '36199425', '29734287', '29734290', '36199425', '36198442', '373085', '373085', '373085', '372929', '372999', '373007', '372934', '372999', '373003', '373007', '373021', '373031', '373027', '373079', '373084', '380550', '377492', '377371', '377492', '377492', '376689', '378882', '379062', '383029', '383029', '383342', '461811781', '31256797', '384523', '384524', '384529', '400666825', '400666825', '400666825', '28287191', '259116']
19738545	15	['68374', '351851', '103303', '103478', '103478', '116915', '478930292', '518012126', '151851', '435288756', '330500', '330507', '27579106', '29771887', '395507']
438462276	63	['205803', '437859612', '27580817', '65638', '88011', '96346', '354263', '36089258', '150332', '150336', '150342', '150343', '150346', '150359', '150365', '168333', '168329', '427419072', '533000115', '448518154', '28793434', '28793431', '533000115', '27946814', '27946813', '27946820', '27946821', '27946822', '27946817', '27946823', '27946824', '168665', '168658', '168655', '168676', '168674', '168675', '168673', '168692', '168689', '168698', '168701', '168705', '168715', '168713', '168726', '168708', '168730', '168739', '168742', '168749', '168753', '168757', '168745', '297995', '27986064', '27986069', '27986073', '28828328', '327756', '327646', '327756', '368221']
39446221	10	['454992930', '454995455', '454995845', '454996758', '135199', '135199', '38582776', '28068129', '368221', '562451395']
41257606	34	['206839', '25638092', '344561', '343311', '343311', '352021', '29457952', '365608', '368129', '297830', '297830', '297830', '22852055', '297728', '25641459', '369922', '381865', '381875', '381867', '381957', '382109', '382142', '386367', '368221', '385498', '387996', '388015', '388002', '388019', '388011', '388003', '30212799', '394595', '394595']
364844604	30	['348033', '399354736', '528880769', '450470395', '29572803', '523401242', '29722337', '409649308', '32451504', '32451510', '315933', '26144303', '28038391', '380003', '26130895', '31477118', '27579095', '27579095', '27579095', '33020586', '33020588', '33020587', '33020589', '33020590', '33020591', '385372', '386719', '386719', '386719', '368221']
1484599879	17	['360001', '360343', '28955405', '29787364', '29787364', '32431641', '552231009', '189239', '189239', '189239', '189239', '189239', '340951', '30212859', '30212859', '409646220', '368221']
123038374	56	['64183', '27876256', '72381', '64193', '31284119', '92772', '27867507', '27867507', '28732168', '112104', '111300', '135280', '29849779', '262905', '273419', '273419', '276842', '170085', '174139', '175997', '176003', '176012', '176032', '176041', '176042', '175997', '186215', '191116', '191125', '191123', '191145', '316689', '5262085', '26632173', '493581464', '493449868', '493581464', '26577436', '26577436', '174139', '307301', '307586', '316689', '25713093', '25713093', '317757', '27928266', '27928286', '29095132', '473440034', '473440034', '377474', '377474', '383120', '470759827', '188281']
395953200	17	['72381', '72478', '547379430', '406704435', '406704435', '26039322', '26039322', '26524418', '471117008', '520532713', '27483290', '27483268', '27483268', '27483269', '400075149', '28406671', '28406671']
1291794644	27	['211645', '351318', '351295', '351318', '229559', '229559', '116017', '116017', '116017', '258542', '258542', '258542', '26217305', '27867384', '196061', '196061', '294243', '294243', '294243', '294243', '27090969', '327345', '327345', '25846048', '25913538', '25846048', '25846048']
571508458	52	['346307', '348784', '348784', '211985', '65329', '217205', '217205', '79480', '229773', '35420312', '92517', '103194', '116182', '116182', '116017', '116017', '116017', '361965', '255632', '25927466', '25985004', '399342337', '158791', '168657', '168657', '168671', '169580', '169580', '29004238', '400161735', '195007', '193418', '194225', '192027', '192066', '192027', '192066', '70373', '295298', '308168', '318295', '130690', '317795', '328861', '329913', '335778', '335778', '335778', '32743745', '368995', '369237', '383974']
75739041	14	['491943278', '107238', '111652', '116017', '5285322', '5285322', '116017', '116017', '1297486158', '5235197', '330325', '330361', '541040100', '571338569']
61281778	13	['206956', '206956', '116017', '116017', '116017', '357630', '357640', '357646', '318303', '371022', '389673', '390516', '25638372']
1306568472	10	['34002579', '88580', '88492', '88580', '88492', '88492', '88492', '230961', '27965176', '388973']
91546261	51	['62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '35476959', '430062073']
62338668	109	['463352354', '28378108', '28378107', '506094806', '62413', '62411', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '36471155', '36471155', '63894', '66850', '74493', '223296', '26353109', '223296', '421137684', '353233', '78571', '35345003', '89039', '25643161', '25643161', '25643161', '25643161', '27501242', '111390', '127724', '276219', '417594890', '406346859', '406346854', '168740', '171182', '172808', '172767', '172767', '175525', '27483312', '27483313', '27483312', '314596', '314609', '314621', '66567', '66567', '331232', '331232', '384078', '388595', '388485', '388454', '388460', '414002437', '25727427', '188397', '188397', '26075316', '188513', '26075316', '188513', '26075316']
436216008	51	['62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '28720968', '35288825']
370691910	49	['62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416']
310960943	55	['62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '101273', '385630', '385630', '388777', '388648', '388674']
39968278	59	['28633980', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '88666', '117650', '117650', '277726', '277741', '28923391', '153402', '173817', '179173']
284444926	49	['62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416']
272985638	53	['62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '111300', '406347798', '31246537', '31246537']
281406258	52	['62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '101518', '279598', '28059096']
506553943	50	['62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '41656504']
315176532	52	['62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '5246167', '194002', '194002']
93497186	71	['62413', '62411', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '35030344', '35030344', '35030344', '27501120', '29004139', '25889220', '25889209', '25889218', '25889219', '228385', '418602234', '399366737', '399366737', '25780256', '25780251', '311362', '311878', '311362', '28976969', '26494352']
455439308	49	['62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416']
320764686	85	['528273677', '60836', '62413', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '62416', '491295374', '29004139', '536570085', '107185', '107232', '107238', '233759', '32320353', '32320353', '27630296', '528656322', '528656323', '276368', '276368', '276368', '276368', '403136424', '431853353', '25780251', '5233294', '26599617', '29803194', '29803195', '33682146', '312167', '334099', '334099', '26494316', '26494316', '26494334', '26494334', '26494334', '26494316']
79497472	10	['205572', '224586', '26837670', '366757', '303772', '303801', '369781', '382510', '382510', '382510']
93131238	64	['62598', '64598', '64598', '64598', '29984896', '110527', '410518456', '31514886', '149336', '279809', '279809', '421423573', '421423574', '28029271', '365791', '159681', '166119', '184524', '416384199', '29588495', '194507', '194507', '31048380', '31134621', '190418', '190361', '190418', '28860366', '28860368', '28860370', '28860369', '28860371', '28860372', '28860373', '33715169', '33715168', '33715173', '33715171', '33715172', '33715177', '33715174', '33715179', '33715180', '33715178', '33715182', '33715181', '33715183', '33715184', '33715186', '28160232', '28160236', '28160233', '28160237', '28160239', '28160238', '28160242', '28160243', '28160244', '28160245', '28160246', '28160249', '28160250', '304867', '379066']
17557737	14	['207254', '207254', '223810', '5356944', '248239', '248239', '254499', '28126255', '28126255', '28176032', '149336', '169180', '169180', '186182']
338220294	91	['500686470', '206079', '469065322', '500665138', '41672382', '343896', '343495', '527145887', '35566068', '35566068', '70305', '70300', '348662', '80115', '477127171', '477128330', '29326593', '88795', '528197081', '521595051', '521593374', '521595125', '521595125', '521601270', '106616', '106616', '29775508', '29775510', '546723036', '227842', '25727257', '545929320', '35403046', '484311305', '484314306', '484314306', '138512', '138512', '38673291', '511431664', '142690', '142913', '532754248', '562594417', '529665093', '158123', '570088063', '175513', '175525', '175523', '28748258', '29809425', '29812475', '29809495', '29809502', '29809508', '29809512', '29809526', '38673044', '304950', '38673088', '304965', '25916728', '25916739', '25916728', '25916739', '314426', '314434', '325351', '325351', '318955', '319476', '319340', '319340', '331634', '331202', '331247', '332043', '483796403', '550124148', '375025', '375021', '374679', '5239357', '5239364', '571340569', '379568', '398143', '398175', '398178', '398181']
79031814	173	['61757', '60372', '60392', '60430', '60433', '60541', '60392', '205611', '60936', '205891', '207102', '68113', '26429028', '26429025', '26429010', '214781', '214807', '76887', '77225', '93173', '93173', '93173', '213004', '438580563', '438580563', '438580563', '229554', '229554', '5273099', '5273099', '31721527', '31721529', '31721548', '31721571', '31721575', '31721585', '31721587', '31721591', '92436', '92600', '92510', '92529', '106616', '106604', '106614', '106616', '116841', '116841', '116841', '355107', '34613629', '34613634', '34613664', '34613668', '238140', '238140', '237620', '237624', '237641', '237655', '237663', '237679', '237689', '237694', '237698', '237714', '237684', '237718', '237735', '254882', '254882', '254882', '249259', '248122', '248122', '321274', '139980', '141233', '5280104', '257481', '262996', '267899', '26896233', '277920', '145371', '145371', '29797619', '365871', '365889', '280290', '28240955', '28240961', '151709', '157698', '156930', '156930', '158518', '31560644', '28493574', '160773', '161009', '161060', '160945', '160898', '160953', '160930', '161275', '161013', '161009', '161275', '161060', '161060', '161275', '161297', '455423182', '214807', '179282', '179282', '29023809', '29023809', '461257827', '31544513', '31544514', '31544518', '31544235', '31544237', '31544238', '31544239', '434550036', '294135', '294192', '294135', '294192', '294135', '294192', '294135', '294192', '297939', '297939', '297939', '300415', '301712', '301712', '5230926', '399353089', '5261206', '311502', '5261206', '313764', '314233', '314238', '314241', '333147', '333143', '327815', '329857', '30031896', '29045599', '29045602', '29999118', '29999100', '29999104', '29999105', '29999062', '29999020', '387062', '387074', '387074', '415085732', '188672', '186533', '187023', '189118']
430368219	14	['29561025', '574054420', '538024377', '864559862', '549510368', '550575258', '183764', '183764', '525238392', '369999', '370001', '370008', '370010', '378238']
1381898679	12	['61391', '29561027', '145244', '145244', '145244', '165365', '370008', '370013', '370016', '377984', '378147', '29392535']
110195022	14	['61391', '61397', '61426', '512376327', '36102727', '33190246', '322113', '370008', '377987', '378003', '378024', '29392533', '391519', '391530']
27999187	16	['27713270', '261029', '32699226', '32699216', '32699226', '31284062', '334910', '334910', '31284062', '370008', '371450', '371450', '571339139', '28987442', '388490', '419485846']
288134070	10	['541423723', '31477691', '345081', '524868031', '464192431', '168750', '298188', '298188', '524152557', '368185']
1347735027	10	['114099', '32685942', '192807', '191124', '298188', '298188', '438466600', '374022', '208927', '434550135']
