user_id	commet-number	song-id
505324997	10	['188475', '188475', '217295', '25638132', '256200', '28048171', '161784', '5230458', '5230458', '188475']
42360820	59	['207791', '77439', '29809287', '26402649', '219370', '219391', '351051', '29715211', '29715223', '28971401', '5280048', '94566', '107050', '231501', '5249612', '248656', '263661', '36492499', '36492499', '36492499', '185317', '193543', '193543', '193543', '193543', '28578964', '28578969', '30432232', '308201', '28219542', '313379', '5230458', '313274', '5230458', '313403', '313385', '313379', '313393', '313403', '313403', '312919', '317650', '317650', '34228956', '322270', '322532', '322532', '31246548', '31246548', '342347', '332799', '332896', '333320', '332896', '333228', '333320', '34228522', '333846', '354698']
40076379	12	['213543', '213543', '213543', '5230456', '5230456', '94868', '106581', '5230458', '5230458', '342377', '5230465', '5230465']
95947409	53	['208659', '207370', '207439', '207437', '26402649', '215898', '215711', '215898', '80447', '103217', '254993', '254993', '247635', '247635', '266368', '266826', '266371', '266368', '261967', '279278', '201934', '30053835', '30053839', '30053841', '28578965', '28578963', '28578967', '28578966', '28578972', '28578974', '295722', '32714717', '296579', '29850368', '308662', '308668', '5230458', '5230458', '234958', '5234420', '5234420', '324985', '30053831', '30053823', '332194', '333320', '333320', '26278858', '259493', '259505', '259493', '259505', '413831721']
69942903	11	['25986119', '25986119', '32680511', '188982', '188982', '30053838', '252709', '5230458', '5230458', '308890', '332818']
376697942	14	['116986', '116986', '116986', '116986', '116986', '250001', '27867402', '27867405', '27867402', '164001', '190757', '190757', '317691', '317691']
1530364905	39	['190186', '190188', '190184', '190221', '190257', '190275', '190289', '190310', '190297', '190221', '190341', '190359', '190368', '190374', '190811', '190275', '190538', '190757', '190507', '190516', '190513', '190257', '190538', '190547', '190553', '190550', '190811', '190647', '190596', '190647', '190664', '190666', '190634', '190674', '190766', '190757', '190799', '190811', '190822']
2948360	12	['223297', '223297', '85869', '86926', '95028', '118199', '456185609', '365966', '365966', '178881', '456175649', '456175649']
34572805	52	['64274', '64386', '64386', '64274', '64274', '64274', '64274', '64386', '352069', '352069', '110859', '352069', '86477', '86477', '92546', '113936', '120348', '33471531', '26090155', '201975', '300136', '300136', '299904', '299514', '299515', '28306851', '297629', '297629', '297629', '297629', '29460208', '308166', '27598818', '319354', '340566', '185637', '33479540', '188254', '188254', '188625', '186488', '187943', '186488', '186490', '187943', '187943', '186626', '186488', '186490', '187943', '187943', '186490']
33657208	22	['68025', '68087', '92768', '94365', '94365', '94365', '96713', '132313', '132263', '132313', '132313', '257849', '258079', '94365', '26524418', '306575', '327186', '187943', '187943', '187943', '187943', '187943']
45034365	10	['186699', '187943', '186699', '186699', '187943', '186699', '187943', '187943', '187943', '186699']
20112506	31	['171993', '171991', '382141', '187009', '29343361', '188591', '188591', '186894', '187943', '187009', '29343361', '186459', '186894', '186459', '186894', '187092', '188591', '187009', '186696', '186756', '187943', '188591', '186696', '187943', '186981', '187009', '187023', '187092', '187387', '187943', '187943']
89217353	19	['352066', '352066', '108601', '431501860', '431501860', '299602', '300386', '330251', '330251', '330251', '330251', '330251', '330251', '330251', '187943', '187943', '187943', '187943', '187943']
384602507	47	['92413', '37993059', '29378494', '26620800', '26620813', '188861', '26075336', '186471', '187943', '186471', '187005', '186471', '186490', '473058136', '189023', '5263819', '188672', '28442687', '28442688', '473058144', '26620800', '29378494', '188795', '5278742', '187943', '187939', '187943', '5278742', '5278742', '5278742', '186471', '186490', '187005', '187943', '187801', '187530', '186471', '187801', '5278742', '187943', '189075', '189079', '473279374', '28445142', '186490', '187005', '187801']
615743806	14	['226176', '226176', '226176', '226176', '226176', '226176', '27591745', '92107', '28188548', '187943', '187943', '187943', '187943', '187943']
105102241	25	['188717', '188717', '186689', '186693', '29343351', '29343361', '187943', '188717', '186693', '186689', '29343351', '29343361', '29343376', '188717', '186693', '188717', '186689', '187943', '187943', '187402', '187943', '29343376', '187943', '29343376', '186689']
395146949	20	['455345562', '26248001', '318527', '317885', '318527', '318527', '317641', '317885', '318527', '318527', '318527', '187943', '26620779', '26620779', '187943', '187943', '26620779', '187943', '26620779', '187943']
364467142	21	['66532', '66532', '66532', '66532', '66532', '66532', '66532', '66532', '187988', '188513', '187943', '188513', '189023', '187988', '187943', '187943', '187988', '187988', '187943', '187988', '187943']
1303624837	16	['76921', '77115', '77115', '77115', '34125498', '508905789', '167597', '167597', '467390217', '467390217', '177501', '33166509', '33166509', '27552366', '27552366', '29836521']
450994105	23	['38679132', '213213', '94046', '109744', '109744', '109744', '28977007', '509728195', '28188510', '176463', '189757', '189747', '400162094', '526081116', '27552364', '27552366', '26604301', '27552366', '26604301', '383651', '383651', '383651', '383651']
112974522	12	['26494544', '26494541', '88999', '88999', '491230517', '27876811', '27552366', '27552366', '447079463', '447076528', '447076530', '33418787']
70753359	30	['213613', '95259', '95259', '28219010', '28219010', '28219010', '28219010', '28167533', '28167533', '28167533', '28167533', '276676', '276676', '276676', '276676', '173241', '301842', '334099', '34033352', '334099', '334686', '334699', '34033353', '334944', '334956', '334958', '334960', '330908', '332117', '332150']
348739781	11	['268079', '294952', '294955', '294955', '294952', '294952', '294955', '321945', '321945', '334627', '334627']
389742909	28	['206749', '423228487', '224279', '484998382', '475811986', '29779675', '358554', '358583', '358571', '29812165', '294952', '294952', '294952', '25643290', '296095', '533857238', '530176444', '522642205', '503746861', '503748740', '499460781', '499458402', '499459911', '499454969', '499452448', '499104132', '314379', '28955022']
41654320	10	['279377', '294952', '294952', '294952', '312821', '310742', '329040', '329040', '329040', '369046']
303797155	13	['32944854', '32944854', '101501', '101501', '294952', '294952', '294952', '314565', '314565', '314582', '314565', '314565', '27836269']
97811752	16	['326738', '28941339', '139391', '28288507', '28288507', '168113', '31544891', '293661', '294952', '294952', '294952', '326738', '326738', '333288', '333288', '26896356']
44540541	18	['28445973', '228739', '27731392', '363759', '363774', '149438', '165373', '165373', '165373', '296714', '306834', '28188432', '318317', '318317', '318317', '318317', '318317', '318317']
548886709	31	['212316', '212005', '5256067', '5256067', '219512', '5280766', '439100731', '439100731', '276725', '192853', '192853', '5280769', '5280769', '5280769', '5280769', '192853', '330317', '330063', '330063', '25707104', '330063', '329774', '329754', '25707104', '329774', '330063', '329939', '329939', '330063', '330063', '330063']
486351223	114	['64002', '27874979', '64002', '64002', '64002', '64002', '349649', '87228', '87228', '114345', '114345', '114345', '114345', '114345', '114345', '114345', '114345', '263681', '5271848', '277510', '277510', '34248730', '443876561', '443876560', '28812174', '28812171', '192304', '28812175', '28812172', '28457688', '28457688', '28812179', '192304', '192305', '192306', '192307', '192310', '192311', '192312', '192313', '28812179', '192315', '192319', '192314', '192318', '192325', '192321', '192327', '192328', '192329', '192322', '192330', '192329', '192320', '192340', '192338', '192342', '192343', '192345', '192347', '26467603', '26467601', '5231300', '26467609', '192613', '26467614', '192789', '192355', '192359', '192360', '192361', '192789', '5262085', '192723', '192717', '192729', '192738', '192789', '192491', '192798', '192853', '192805', '192849', '192855', '192306', '192777', '26467614', '28853345', '28853347', '192305', '28853346', '28853349', '28853350', '192789', '192306', '192798', '192803', '192805', '192528', '192809', '192821', '192491', '192777', '192830', '192855', '192849', '192853', '192863', '192860', '192807', '30432222', '192853', '320623', '26620813']
351780216	12	['86761', '88160', '86761', '88283', '86761', '88283', '88283', '88160', '88283', '192853', '192853', '192853']
253994371	54	['61000', '60595', '60591', '60604', '60639', '60684', '60685', '33920278', '543614389', '543601349', '482386027', '422960881', '422977889', '422977891', '422977893', '422960883', '422960885', '32619499', '93173', '93173', '93173', '29795745', '87576', '87985', '289596', '107870', '107469', '232096', '135044', '234356', '234356', '28613824', '262215', '156966', '156966', '176083', '185907', '27853807', '289596', '289598', '318120', '331840', '331840', '332121', '332126', '332132', '332141', '332135', '376249', '376249', '382102', '382102', '389514', '391524']
589125151	39	['61000', '515485850', '60595', '60652', '60685', '343409', '343914', '343937', '343943', '343949', '343977', '343983', '38574208', '557236238', '29795686', '29795723', '100762', '100766', '38574208', '415090273', '862676810', '570137689', '365286', '365296', '409288165', '425570832', '423104884', '36894608', '172380', '172380', '172380', '557388075', '562598090', '289600', '459754462', '389175', '389178', '389213', '389221']
310460910	24	['29429853', '211429', '341576', '230246', '30413351', '486403311', '486403258', '31048359', '31134610', '31134626', '31134626', '33715185', '497185857', '492135233', '458948281', '435305286', '30375097', '501645148', '500702738', '411755819', '5239360', '398143', '29771760', '29771760']
419695292	11	['120139', '120128', '120139', '120133', '155803', '155815', '155830', '31048353', '31134605', '31134610', '31134632']
247573902	16	['206407', '62567', '31594070', '233727', '358053', '4877162', '4877175', '5244868', '5244868', '32419387', '306702', '317112', '317112', '317112', '316901', '335140']
40631854	14	['62732', '108234', '358053', '27646919', '483334405', '490183003', '490183003', '490595478', '485612504', '108234', '108234', '499952316', '478669820', '520570538']
309976675	125	['526468605', '343015', '32083751', '32083748', '343677', '31134185', '347123', '348582', '348653', '348582', '348653', '29122936', '37782745', '449567947', '41659257', '484497040', '484495213', '29717008', '29717006', '29717010', '529514239', '353443', '28167209', '353449', '418257366', '352926', '353773', '353776', '475188736', '475189264', '355116', '355289', '474105658', '359365', '359608', '407764821', '362232', '31191273', '499995156', '493954019', '480775129', '480774341', '365532', '365534', '480775320', '363759', '364362', '29498585', '384392', '384412', '384414', '518863828', '27971175', '499199178', '499200423', '504038478', '368279', '154689', '413834449', '201947', '201947', '5252954', '5252954', '5252954', '368753', '545487128', '29802524', '371038', '371040', '27989906', '28018231', '28018232', '28018234', '380681', '862891613', '354516', '354516', '410629781', '29999280', '29999167', '29819568', '387390', '33850214', '33850215', '28258767', '39224791', '39224791', '388892', '388892', '35032740', '36616082', '35032740', '507109549', '28700267', '31370273', '390914', '29751842', '29751849', '390860', '390796', '390811', '390838', '390831', '390836', '390831', '390836', '390838', '390860', '390831', '390884', '390891', '390860', '27514849', '27514849', '27908158', '436046507', '395909', '395917', '395909', '395917', '29738310', '29738311', '363487', '29753481', '29753484']
286775654	19	['31134185', '351589', '364736', '371038', '371040', '354497', '354497', '573168411', '573168417', '35920847', '35920856', '35920847', '35920853', '35920856', '390878', '390878', '390878', '27514849', '27514849']
77430796	29	['483744300', '380755', '1296345735', '77165', '351426', '484497040', '353773', '353774', '353775', '475188718', '25731317', '29715249', '193290', '28348463', '370345', '371025', '371028', '371026', '371038', '371034', '371036', '371037', '371041', '371040', '28018232', '354461', '387046', '388902', '395194']
1323602454	10	['68272', '355675', '368502', '368759', '371026', '371038', '371034', '371040', '502826685', '29444523']
434069068	65	['343691', '449336229', '35470151', '343807', '31108793', '28529638', '352918', '31514334', '353886', '353892', '354004', '354003', '354012', '354018', '354032', '354032', '354032', '354032', '354032', '354032', '354032', '354032', '354032', '354041', '354044', '354045', '354052', '354054', '354058', '354062', '131284', '355671', '355673', '405987926', '10308068', '368496', '368504', '370298', '370302', '370311', '370312', '370323', '370331', '370365', '370372', '370378', '370323', '370372', '344169', '344177', '29491350', '371026', '371038', '371034', '371040', '27725214', '29784516', '383348', '383352', '392465', '392468', '392470', '392472', '29719990', '29738311']
133588935	12	['427016696', '459553134', '360936', '865483930', '864780082', '572711532', '569010660', '520711753', '531618077', '32419674', '371040', '30814198']
42777095	124	['29129754', '343807', '348621', '348627', '348627', '348621', '501423698', '501423698', '349676', '28773597', '28773598', '28773596', '28773591', '28720954', '101530', '101538', '101548', '101552', '101530', '101538', '101548', '101552', '567366504', '567366503', '352918', '355867', '355883', '355881', '355882', '355867', '355871', '137231', '137235', '137231', '487590137', '487587134', '487590138', '28934352', '28934361', '356968', '28267439', '28267428', '28267391', '28267399', '28267410', '28267411', '362231', '362232', '28731755', '28348463', '370298', '370302', '370311', '370312', '370314', '370321', '370323', '370345', '370347', '370331', '370348', '370352', '370365', '370355', '370368', '370372', '370376', '370387', '370323', '370372', '370456', '370458', '370454', '371025', '371028', '371026', '371038', '371034', '371036', '371037', '371041', '371040', '377579', '382381', '387052', '387054', '573168410', '573168411', '573168412', '573168414', '573168415', '573168417', '573168418', '573168416', '470547043', '470547044', '469744950', '39224791', '35920847', '35920855', '35920854', '456175961', '35920856', '456185913', '35920857', '35920848', '35920847', '35920852', '35920849', '35920855', '35920856', '35920857', '35920858', '35920854', '39224791', '39224792', '517877007', '388890', '388901', '388902', '388899', '388894', '30780207', '30780090']
118164583	57	['60553', '205433', '205728', '343217', '462612095', '27580816', '27580818', '344021', '29222263', '29222263', '35470058', '35470058', '344425', '344382', '65405', '348582', '348582', '351881', '81575', '85541', '26343212', '29567116', '356388', '357631', '357630', '29849780', '360443', '361206', '361725', '28535064', '28535064', '31460230', '31460230', '26112810', '26112812', '26112811', '29562605', '202739', '30153280', '29777837', '408532515', '494685170', '370642', '371025', '371026', '371036', '371037', '371040', '380011', '378461', '28568270', '387708', '387716', '390916', '390969', '33252134', '396963']
128719524	10	['29786502', '29786502', '560394558', '554177505', '371040', '536629483', '536629485', '536629487', '536629492', '536629493']
203569	12	['27937521', '220212', '128126', '32196161', '251815', '251815', '364165', '148032', '28923325', '148032', '176095', '310342']
317962002	33	['60836', '69710', '69710', '31877076', '86867', '97308', '97329', '97332', '97335', '97341', '97338', '121168', '32196161', '1293906020', '150656', '522529620', '30482304', '155915', '30482304', '30482304', '30482304', '155915', '155964', '155986', '26494686', '523250478', '523250478', '176193', '176271', '308665', '308692', '308665', '327432']
15963030	12	['64599', '28258596', '28258596', '28258596', '32785335', '32785335', '247453', '28731547', '28661452', '192335', '336837', '382144']
6836245	37	['352207', '352207', '352207', '352207', '352207', '352207', '352207', '28258596', '28258596', '28258596', '85568', '85568', '26508232', '5281332', '108119', '108119', '5281332', '188657', '167842', '167842', '168080', '168080', '167842', '168080', '168164', '191120', '186102', '192250', '299116', '299116', '308169', '308353', '308353', '308353', '385830', '186484', '188657']
493720112	21	['5282452', '556159176', '28267020', '35283167', '35283170', '35283118', '28258596', '28258596', '28258596', '27599421', '31477887', '145169', '28059086', '415853233', '30212460', '30212460', '28748071', '28748071', '29570158', '29570158', '30814089']
290705646	10	['28258596', '28258588', '28258596', '28258596', '27599429', '27599441', '25971183', '331503', '442315035', '467852210']
47974769	11	['28258596', '28258596', '28258596', '32640967', '25638209', '330595', '32743844', '390167', '390178', '390204', '390225']
350855448	16	['29588190', '26090011', '26090011', '28258596', '28258596', '28258596', '229077', '26601015', '26601015', '119194', '119194', '196841', '196841', '196841', '196841', '196841']
268229451	11	['25718016', '152163', '196610', '302376', '29999108', '29999114', '29999113', '29999137', '29999129', '29999058', '29999072']
29645755	16	['30474377', '28427285', '101935', '361286', '25731669', '25731675', '169861', '169861', '178821', '178821', '178821', '178821', '196387', '196459', '196610', '395299']
1346125102	10	['63029', '95377', '25703064', '195938', '196151', '196347', '196610', '196631', '196653', '196662']
15184885	23	['64034', '357276', '64034', '64034', '153372', '28812173', '189233', '25707143', '196201', '25707143', '25707143', '196395', '196610', '196635', '26590180', '188447', '188447', '188447', '188447', '188447', '188447', '188447', '188447']
406647152	53	['35621039', '69175', '71381', '71394', '71415', '454261923', '5253675', '467164345', '450792049', '108363', '108363', '28315642', '28315642', '26343170', '444075973', '135452', '251121', '141232', '274479', '409931819', '37778222', '448741135', '164845', '25726669', '466122798', '176259', '186929', '186643', '189867', '31134620', '31134622', '41652469', '196610', '25643412', '295338', '501214984', '27733325', '307527', '306705', '25657399', '317175', '317175', '317175', '327451', '327451', '327451', '327451', '493752058', '369839', '369839', '369839', '247775', '382387']
690372	33	['346075', '357263', '357279', '357279', '357263', '357279', '272596', '147258', '147258', '147258', '155800', '175957', '187812', '196061', '196061', '192252', '293717', '293717', '293717', '293717', '293717', '299116', '299116', '299090', '300066', '31814091', '26609161', '326997', '326997', '326997', '387717', '34280405', '202377']
10136991	13	['121958', '121958', '357263', '357280', '357263', '357280', '366468', '366611', '178821', '178821', '178821', '178821', '5230492']
568593747	10	['60657', '205551', '357268', '357263', '357268', '357280', '357263', '357280', '28731664', '30814290']
419393695	13	['458630127', '458630147', '408307896', '219775', '409031159', '535793341', '279667', '305048', '297513', '314367', '29571118', '405343824', '405343824']
335492705	16	['540362814', '408307896', '29011073', '68313', '517565085', '101869', '92609', '28111104', '156930', '156930', '163981', '176155', '25638134', '25638134', '28160239', '298441']
528002138	12	['408307896', '408845085', '38576136', '36080033', '174614', '174617', '33255967', '448019850', '105914', '28274474', '28274482', '202730']
71308043	17	['70543', '70838', '70722', '70857', '402070715', '402070718', '402070719', '402070725', '402070721', '402073701', '33252490', '524913863', '256473', '256473', '174486', '196704', '28892407']
39390895	16	['68037', '68557', '70543', '70545', '356244', '356210', '400162435', '27591675', '35729654', '370697', '371303', '428203779', '427139898', '388019', '391289', '27526086']
113044299	11	['28306456', '28306456', '28306456', '402073899', '401722037', '169234', '400162549', '400162546', '400162546', '400162546', '400162546']
32571229	18	['28953144', '27955651', '27955654', '27955655', '169137', '169137', '169142', '169245', '169207', '169204', '169204', '169207', '169212', '169223', '169232', '169245', '169234', '34852092']
501862637	65	['105083', '354251', '354397', '354299', '354347', '354351', '354397', '354416', '354224', '27867361', '27867401', '156282', '156289', '156306', '27867401', '27867361', '27867361', '156338', '156353', '156379', '156379', '531777589', '531777582', '157391', '452997809', '177088', '177091', '177208', '177205', '177184', '177116', '177193', '177174', '177166', '177163', '177163', '177166', '177174', '177178', '177184', '177193', '177205', '177208', '177211', '177178', '177214', '354416', '177211', '177214', '177116', '302228', '531777567', '531777576', '531777577', '531777582', '531777589', '531777585', '531777593', '531777606', '531777612', '531777614', '531777624', '531777626', '449769022', '32320867']
1372592008	43	['520078812', '477331195', '455502168', '454924804', '30284411', '30284416', '30284417', '30284415', '30284420', '30284421', '30284422', '30284424', '108116', '503207288', '34274235', '120207', '557583569', '34084994', '142522', '363404', '37239426', '463001390', '145873', '148212', '28695354', '150626', '452997809', '167648', '505474190', '175988', '183464', '188098', '188105', '188098', '188098', '188105', '553546117', '312797', '35440012', '330787', '571545612', '505818588', '450147104']
344172805	48	['28690104', '28690106', '28690107', '28690108', '28690109', '28690110', '28690112', '28690113', '28690111', '28690114', '28690116', '28690117', '28690118', '28690120', '28690121', '28690119', '28690122', '28690131', '28690132', '28690123', '28690128', '28690129', '28690135', '28690144', '28690146', '28690150', '28690145', '28690151', '28690152', '28690155', '28690157', '28690159', '28690164', '28690169', '28690171', '28690177', '28690181', '28690182', '28690219', '28690225', '28690222', '28690235', '28690242', '28690247', '28690250', '28690253', '28690259', '28690261']
248425537	10	['1296092907', '164714', '28690112', '28690225', '28690247', '28690273', '28690277', '28690343', '28690355', '28690404']
260133154	17	['28690169', '28690175', '28690234', '28690219', '28690226', '28690238', '28690239', '28690244', '28690247', '28690257', '28690265', '28690277', '28690313', '28690316', '28690317', '28690326', '28690341']
504247250	11	['28690166', '28690247', '28690249', '28690268', '28690270', '28690410', '28690289', '28690304', '28690313', '28690347', '28690351']
287058238	37	['28690101', '28690150', '28690163', '28690162', '28690172', '28690180', '28690170', '28690179', '28690234', '28690219', '28690224', '28690222', '28690235', '28690221', '28690238', '28690239', '28690243', '28690242', '28690244', '28690247', '28690250', '28690251', '28690252', '28690254', '28690256', '28690261', '28690260', '28690264', '28690266', '28690410', '28690273', '28690276', '28690277', '28690271', '28690275', '28690269', '28690284']
351047512	30	['28690159', '28690166', '28690167', '28690170', '28690234', '28690247', '28690250', '28690265', '28690410', '28690281', '28690272', '28690282', '28690302', '28690301', '28690305', '28690306', '28690308', '28690311', '28690318', '28690317', '28690321', '28690322', '28690326', '28690323', '28690329', '28690331', '28690330', '28690328', '28690341', '28690342']
270046104	98	['28690100', '28690102', '28690121', '28690119', '28690127', '28690122', '28690130', '28690131', '28690132', '28690133', '28690123', '28690129', '28690134', '28690127', '28690136', '28690137', '28690138', '28690139', '28690144', '28690143', '28690141', '28690145', '28690151', '28690152', '28690153', '28690156', '28690159', '28690161', '28690160', '28690163', '28690166', '28690167', '28690169', '28690173', '28690172', '28690171', '28690177', '28690176', '28690180', '28690170', '28690182', '28690234', '28690224', '28690226', '28690225', '28690222', '28690235', '28690221', '28690237', '28690238', '28690239', '28690242', '28690244', '28690247', '28690246', '28690249', '28690252', '28690254', '28690256', '28690253', '28690257', '28690259', '28690264', '28690265', '28690266', '28690268', '28690276', '28690277', '28690271', '28690284', '28690272', '28690287', '28690303', '28690304', '28690299', '28690307', '28690310', '28690314', '28690318', '28690321', '28690322', '28690324', '28690327', '28690329', '28690333', '28690337', '28690341', '28690343', '28690345', '28690353', '28690361', '28690362', '28690364', '28690364', '28690366', '28690367', '28690369', '28690372']
80472456	12	['28690130', '28690247', '28690258', '28690257', '28690261', '28690268', '28690312', '28690343', '28690347', '28690349', '28690378', '28690381']
299082108	24	['28690175', '28690220', '28690226', '28690239', '28690241', '28690247', '28690248', '28690270', '28690278', '28690272', '28690287', '28690291', '28690299', '28690301', '28690305', '28690315', '28690318', '28690317', '28690321', '28690326', '28690334', '28690357', '28690363', '28690368']
574376366	40	['61340', '74541', '213717', '213700', '213065', '213062', '87683', '88450', '88462', '92335', '92359', '113529', '150812', '150812', '171589', '171589', '299951', '317839', '317839', '317839', '317839', '317839', '320552', '320229', '320974', '320974', '320552', '320556', '320561', '320562', '320974', '320593', '320593', '491513192', '320974', '320974', '333360', '333190', '333360', '189075']
372464	99	['207012', '345344', '66034', '74681', '212099', '212049', '212099', '212099', '212099', '212099', '212099', '77119', '77119', '77119', '78121', '78121', '5280095', '4871954', '4871954', '4871954', '4871954', '4871954', '223848', '89428', '89428', '89428', '88322', '88322', '88322', '88322', '88963', '131801', '5280153', '108229', '132259', '5281251', '232535', '232535', '232535', '232535', '232535', '232535', '232535', '232535', '27667020', '5264831', '174704', '277482', '163994', '5245645', '5245645', '5245645', '5280053', '174700', '174702', '174704', '174709', '174710', '174709', '176496', '176496', '176496', '176496', '176496', '176496', '176496', '28633737', '28633760', '28633831', '28633833', '28633847', '28633860', '25641890', '195345', '469560899', '294009', '5249205', '300776', '311185', '311007', '311016', '311185', '309597', '309597', '314579', '318076', '340864', '340864', '333745', '333745', '333745', '369223', '92107', '28720204', '419485807', '419485807', '419485982', '419485982', '398261']
93979387	37	['218728', '218717', '218876', '218855', '90244', '90247', '90259', '233724', '234020', '234020', '234020', '234020', '234020', '234020', '234020', '238156', '238156', '5266681', '160734', '5266681', '160734', '5263430', '182104', '182108', '182108', '182104', '300447', '309795', '309795', '309597', '309619', '309795', '309795', '309795', '309597', '309619', '340063']
55879080	18	['27874883', '25638746', '25638746', '25638746', '25638746', '131140', '234076', '272888', '299766', '299766', '309597', '309602', '309599', '309854', '310187', '309597', '309599', '309602']
48084108	14	['41665554', '29786391', '29772725', '29392921', '549605565', '28193076', '29709842', '533721771', '519733228', '525552808', '455813036', '451221673', '28193076', '862102720']
394007292	79	['512499330', '205305', '205305', '515485927', '207451', '515669605', '532554619', '573153205', '515438502', '491309815', '498288042', '520496489', '515649515', '515143802', '511920347', '506092654', '521764552', '516078945', '521189903', '506376355', '506454536', '515796410', '522282964', '574044621', '535057736', '550137051', '498942717', '510371017', '524152797', '523824403', '518904736', '499274374', '499274374', '499274374', '499274374', '499274374', '529255842', '548469145', '515449621', '498577946', '498577946', '536338215', '568581866', '499901710', '525376844', '515810563', '512956721', '573818142', '500484587', '525605727', '551533889', '541085751', '540275377', '523824403', '536623273', '29819409', '29819409', '863819682', '556923699', '455813036', '505918397', '408328050', '522352172', '512359558', '522352172', '513388362', '534942879', '506282997', '502218621', '510957070', '536623424', '554531761', '525605727', '515466703', '518088074', '535038736', '520459139', '571338909', '541085751']
348981744	47	['504333161', '515531498', '28814765', '101690', '101693', '436305355', '544325044', '105085', '508817037', '479443040', '230093', '432511785', '469240151', '4875331', '482001767', '410042096', '28661587', '473575576', '29418643', '33781816', '445124928', '470776672', '470774529', '470777006', '460534090', '436667455', '26609520', '29737757', '486272436', '294764', '474749133', '454213942', '486272436', '455813036', '461120911', '510614925', '314343', '530986445', '25929625', '392400', '30352430', '36471279', '32640489', '420400979', '390748', '28720297', '34179904']
41053683	17	['863018462', '559187187', '1296849085', '538310423', '544879754', '534939127', '531209816', '531207976', '536338215', '531026101', '530962667', '531026101', '463200313', '455114694', '35288984', '35288984', '494389130']
62239425	15	['254894', '26348085', '298257', '298257', '307759', '308265', '308265', '308482', '327566', '327111', '327935', '327923', '327935', '327937', '375940']
29403877	15	['188743', '92573', '4875519', '523658617', '551069521', '29283383', '521418347', '307759', '307772', '307773', '307803', '307830', '316653', '187261', '188295']
290927501	10	['176471', '176471', '176471', '176471', '176663', '25694538', '307759', '307847', '307853', '60025']
1562609	40	['34497684', '502238399', '438462925', '438462925', '5270869', '5270869', '5270869', '129328', '559730022', '556900782', '453224691', '459068729', '36867768', '488160899', '25640551', '171610', '171610', '29023502', '28718036', '195379', '302010', '302010', '5270869', '5270869', '304392', '34003105', '320560', '35407984', '35407988', '35407989', '35407994', '327781', '394969', '389276', '392733', '395477', '395486', '395330', '27506685', '27506685']
2549264	15	['350759', '289565', '130284', '129967', '169464', '173400', '177485', '177151', '196399', '196388', '196390', '196633', '196668', '389437', '389437']
74205539	20	['350147', '29794801', '353988', '27552654', '176895', '5248928', '5248928', '5248928', '33987763', '528356667', '5248928', '380430', '385404', '389437', '389437', '39637832', '392101', '30964469', '348276', '348276']
28604134	11	['93356', '357813', '493705739', '193453', '193538', '293780', '293780', '327911', '383030', '389437', '389437']
7269540	22	['35476188', '30394202', '77793', '77801', '350832', '350832', '350824', '139471', '34182183', '32845937', '155987', '175248', '179080', '367733', '368839', '381747', '382208', '31445515', '389437', '389437', '29777922', '394850']
1303360826	12	['400278326', '358945', '460112668', '430026582', '30148493', '183362', '511229032', '389437', '389437', '358945', '391200', '29816212']
114222473	17	['28188684', '28188686', '28188692', '28188689', '63449', '63012', '343049', '343052', '554588663', '409650443', '428390787', '1994915', '28830398', '28830402', '28830404', '1308861148', '169102']
49124332	10	['356447', '93917', '29103753', '1994839', '1994857', '1994915', '367815', '371180', '27908153', '27908153']
551951293	19	['506567469', '354591', '354595', '432698302', '236261', '168406', '28949105', '28949108', '28949097', '28949105', '25638789', '557039171', '557039171', '555370000', '541812302', '25713073', '22740132', '22740132', '568473846']
108265189	24	['27533024', '445844797', '445845905', '445844792', '417953667', '417953668', '541511545', '541499584', '296825', '296832', '541511547', '296840', '28949104', '28949105', '28949099', '28949096', '28949105', '541422813', '541422811', '541422816', '541422815', '541422812', '374699', '374750']
117614482	18	['31653808', '445844793', '541511545', '541499585', '541480551', '445844793', '541499583', '541511547', '28949105', '28949092', '541499585', '28949105', '541422818', '28919103', '28919107', '28919108', '374699', '375049']
539726383	10	['472491148', '541422071', '445845739', '541511545', '445845739', '28949105', '28949105', '541422816', '541422818', '541422812']
1476486481	11	['572476353', '572476353', '409941463', '38673088', '38673090', '38673102', '509311209', '28308245', '28308264', '28308278', '28700290']
543583896	54	['400161166', '64311', '64311', '64692', '64670', '64670', '64692', '64692', '64781', '93306', '93306', '93139', '94693', '94702', '93436', '93436', '104184', '104184', '27836078', '107079', '107085', '107067', '108274', '109251', '128105', '135513', '135513', '249398', '140359', '140349', '140353', '255878', '256105', '151994', '155968', '155993', '156278', '160258', '163979', '162008', '169536', '176097', '179873', '191594', '307611', '307628', '317108', '317108', '336780', '336780', '28111204', '386533', '508297601', '60245']
291669601	19	['92925', '461864857', '109248', '247863', '247863', '533000115', '533000115', '168689', '168713', '168736', '191720', '191779', '529668887', '297498', '448316265', '59877', '59882', '59884', '60245']
401618873	11	['113914', '113914', '30482306', '30482304', '30482306', '30482304', '30482306', '30482304', '30482304', '30482306', '30482306']
332769299	10	['69831', '30482304', '30482304', '30482304', '30482304', '383568', '383568', '383568', '383568', '383568']
